,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
186,"Apartamento com 2 Quartos à Venda, 57m²",Rua Francisco Raitani,7153,Capão Raso,Curitiba,PR,57,2,1,1,R$ 329.000
187,"Apartamento com 3 Quartos à Venda, 74m²",Rua Doutor Levy Buquéra,603,Sitio Cercado,Curitiba,PR,74,3,1,1,R$ 330.000
188,Residencial Bosco Centrale - 72m²,Rua Mariano Torres,573,Centro,Curitiba,PR,72,2,2,2,R$ 784.700
189,"Apartamento com 2 Quartos à Venda, 64m²",Rua Edmundo Alberto Mercer,425,Tingui,Curitiba,PR,64,2,2,1,"R$ 405.900
                        
Preço abaixo do mercado"
190,"Apartamento com 3 Quartos à Venda, 194m²",Rua Padre Germano Mayer,131,Cristo Rei,Curitiba,PR,194,3,4,2,R$ 990.000
191,"Apartamento com 2 Quartos à Venda, 88m²",Avenida Paraná,1241,Cabral,Curitiba,PR,88,2,3,1,R$ 749.493
192,"Apartamento com 3 Quartos à Venda, 166m²",N/I,N/I,Batel,Curitiba,PR,166,3,3,2,"R$ 790.000
                        
Preço abaixo do mercado"
193,"Apartamento com  Quarto à Venda, 41m²",Rua Paulo Ziliotto,85,Ecoville,Curitiba,PR,41,1,1,1,R$ 425.000
194,"Apartamento com 2 Quartos à Venda, 54m²",Rua Arary Souto,80,Tingui,Curitiba,PR,54,2,1,1,R$ 400.000
195,Residencial Oxygen,Rua Coronel Dulcídio,915,Batel,Curitiba,PR,30-122,1-2,1-2,--,"De R$ 444.143 até R$ 1.072.954
                          
                            R$ 444.143"
196,"Apartamento com 2 Quartos à Venda, 44m²",Rua Manoel Valdomiro de Macedo,N/I,Cidade Industrial,Curitiba,PR,44,2,1,1,R$ 257.000
197,"Apartamento com 2 Quartos à Venda, 47m²",Rua Agostinho Brusamolin,333,Cidade Industrial,Curitiba,PR,47,2,1,1,R$ 230.000
198,"Apartamento com 3 Quartos à Venda, 75m²",Rua Paraguassu,645,Alto da Glória,Curitiba,PR,75,3,2,1,"R$ 390.000
                        
Preço abaixo do mercado"
199,"Apartamento com  Quarto à Venda, 28m²",Rua Casemiro Augusto Rodacki,103,Cidade Industrial,Curitiba,PR,28,1,1,--,R$ 215.900
200,"Apartamento com 3 Quartos à Venda, 111m²",Rua Paraguassu,101,Alto da Glória,Curitiba,PR,111,3,3,2,R$ 1.207.986
201,"Apartamento com 3 Quartos à Venda, 124m²",Rua Capitão Souza Franco,350,Bigorrilho,Curitiba,PR,124,3,3,2,R$ 715.000
202,Residencial Oxygen - 63.3m²,Rua Coronel Dulcídio,915,Batel,Curitiba,PR,63,2,2,1,R$ 813.538
203,"Apartamento com 2 Quartos à Venda, 82m²",Rua Coronel Amazonas Marcondes,292,Cabral,Curitiba,PR,82,2,2,1,R$ 956.548
204,"Apartamento com  Quarto à Venda, 30m²",Rua Doutor Leão Mocellin,390,Santa Felicidade,Curitiba,PR,30,1,1,--,R$ 268.900
205,"Apartamento com 3 Quartos à Venda, 87m²",Rua São Pio X,105,Juvevê,Curitiba,PR,87,3,3,2,"R$ 550.000
                        
Preço abaixo do mercado"
206,"Apartamento com 2 Quartos à Venda, 53m²",Rua Rogério Pereira de Camargo,N/I,Cidade Industrial,Curitiba,PR,53,2,2,1,R$ 354.900
207,"Apartamento com 2 Quartos à Venda, 50m²",Rua Oscar Gomes de Oliveira,564,Santa Cândida,Curitiba,PR,50,2,1,--,R$ 275.800
208,"Apartamento com 2 Quartos à Venda, 56m²",Rua Lívio Petterle,N/I,Atuba,Curitiba,PR,56,2,1,1,R$ 378.485
209,Residencial Oxygen - 30.4m²,Rua Coronel Dulcídio,915,Batel,Curitiba,PR,30,1,1,--,R$ 444.143
210,"Apartamento com 2 Quartos à Venda, 50m²",Rua Mar Vermelho,140,Pinheirinho,Curitiba,PR,50,2,1,1,R$ 170.000
211,"Apartamento com 2 Quartos à Venda, 42m²",N/I,N/I,Uberaba,Curitiba,PR,42,2,1,1,R$ 255.990
212,"Apartamento com 2 Quartos à Venda, 60m²",Rua Professor Sebastião Paraná,194,Vila Izabel,Curitiba,PR,60,2,2,2,R$ 399.900
213,"Apartamento com 3 Quartos à Venda, 112m²",Rua Urbano Lopes,383,Cristo Rei,Curitiba,PR,112,3,2,2,"R$ 995.000
                        
Preço abaixo do mercado"
214,"Apartamento com 2 Quartos à Venda, 49m²",Avenida Juscelino Kubitschek de Oliveira,301,Cidade Industrial,Curitiba,PR,49,2,1,1,R$ 323.783
215,"Apartamento com 2 Quartos à Venda, 48m²",Rua Casemiro Augusto Rodacki,219,Cidade Industrial,Curitiba,PR,48,2,1,1,R$ 342.900
216,"Apartamento com 2 Quartos à Venda, 163m²",Rua Tobias de Macedo Júnior,601,Santo Inácio,Curitiba,PR,163,2,4,2,R$ 980.000
217,Residencial Oxygen - 122m²,Rua Coronel Dulcídio,915,Batel,Curitiba,PR,122,2,3,1,R$ 1.072.954
218,"Apartamento com 3 Quartos à Venda, 79m²",Rua São Pedro,N/I,Cabral,Curitiba,PR,79,3,3,1,R$ 490.000
219,"Apartamento com 2 Quartos à Venda, 98m²",N/I,N/I,Capão Raso,Curitiba,PR,98,2,2,1,R$ 589.000
220,"Apartamento com 2 Quartos à Venda, 52m²",Rua Maximino Zanon,328,Bacacheri,Curitiba,PR,52,2,1,1,R$ 398.000
221,"Apartamento com  Quarto à Venda, 56m²",N/I,N/I,Santa Felicidade,Curitiba,PR,56,1,1,--,"R$ 320.000
                        
Preço abaixo do mercado"
222,"Apartamento com 2 Quartos à Venda, 78m²",Rua José Zaleski,N/I,Capão Raso,Curitiba,PR,78,2,1,1,R$ 540.423
223,"Apartamento com 4 Quartos à Venda, 314m²",Avenida Visconde de Guarapuava,4977,Batel,Curitiba,PR,314,4,5,4,R$ 2.750.000
224,Residencial Oxygen - 65m²,Rua Coronel Dulcídio,915,Batel,Curitiba,PR,65,1,2,1,R$ 721.053
225,"Apartamento com 2 Quartos à Venda, 54m²",Rua Almirante Tamandaré,1712,Alto da Rua XV,Curitiba,PR,54,2,2,2,R$ 549.900
226,"Apartamento com 2 Quartos à Venda, 59m²",Rua Nossa Senhora de Nazaré,2401,Boa Vista,Curitiba,PR,59,2,1,1,R$ 300.000
227,"Apartamento com 2 Quartos à Venda, 45m²",Rua David Bodziak,N/I,Cachoeira,Curitiba,PR,45,2,1,1,R$ 150.000
228,"Apartamento com 3 Quartos à Venda, 101m²",Avenida Visconde de Guarapuava,4338,Batel,Curitiba,PR,101,3,4,1,R$ 890.000
229,"Apartamento com 2 Quartos à Venda, 67m²",Rua Barão de Guaraúna,177,Alto da Glória,Curitiba,PR,67,2,1,1,R$ 758.800
230,"Apartamento com  Quarto à Venda, 33m²",Rua Urbano Lopes,436,Cristo Rei,Curitiba,PR,33,1,1,1,R$ 315.000
231,Central Street - 41m²,Rua Baltazar Carrasco dos Reis,1772,Rebouças,Curitiba,PR,41,1,1,1,R$ 390.000
232,"Apartamento com 3 Quartos à Venda, 57m²",N/I,N/I,Prado Velho,Curitiba,PR,57,3,2,1,R$ 330.000
233,"Apartamento com 3 Quartos à Venda, 78m²",N/I,N/I,Cabral,Curitiba,PR,78,3,2,1,R$ 550.000
234,"Apartamento com  Quarto à Venda, 26m²",Rua José Loureiro,770,Centro,Curitiba,PR,26,1,1,--,R$ 230.464
235,"Apartamento com 3 Quartos à Venda, 95m²",Rua Governador Agamenon Magalhães,N/I,Cristo Rei,Curitiba,PR,95,3,3,1,"R$ 420.000
                        
Preço abaixo do mercado"
236,"Apartamento com 2 Quartos à Venda, 60m²",Rua Magdalena de Almeida,224,Capão Raso,Curitiba,PR,60,2,1,1,R$ 320.000
237,"Apartamento com  Quarto à Venda, 22m²",Rua Treze de Maio,390,Centro,Curitiba,PR,22,1,1,--,R$ 303.400
238,Central Street,Rua Baltazar Carrasco dos Reis,1772,Rebouças,Curitiba,PR,34-40,1,1,1,R$ 344.000
239,"Apartamento com 2 Quartos à Venda, 53m²",N/I,N/I,N/I,N/I,N/I,53,2,1,1,R$ 235.000
240,"Apartamento com 2 Quartos à Venda, 62m²",Rua Coronel José Carvalho de Oliveira,917,Uberaba,Curitiba,PR,62,2,1,1,R$ 400.000
241,"Apartamento com 3 Quartos à Venda, 70m²",Rua Jovino do Rosário,1790,Boa Vista,Curitiba,PR,70,3,2,1,"R$ 500.000
                        
Preço abaixo do mercado"
242,"Apartamento com 3 Quartos à Venda, 134m²",Rua Professor Brazílio Ovídio da Costa,N/I,Vila Izabel,Curitiba,PR,134,3,3,2,R$ 980.000
243,"Apartamento com 2 Quartos à Venda, 75m²",Rua Bom Jesus,349,Cabral,Curitiba,PR,75,2,1,1,R$ 745.043
244,"Apartamento com 3 Quartos à Venda, 69m²",Rua Assis Figueiredo,1315,Guaíra,Curitiba,PR,69,3,2,1,R$ 370.000
245,Residencial One Batel,Rua Alferes Ângelo Sampaio,1322,Batel,Curitiba,PR,257,4,5,4,R$ 4.635.736
246,"Apartamento com 3 Quartos à Venda, 136m²",Avenida República Argentina,357,Água Verde,Curitiba,PR,136,3,3,2,R$ 1.050.000
247,"Apartamento com 2 Quartos à Venda, 84m²",Rua Engenheiros Rebouças,1769,Rebouças,Curitiba,PR,84,2,2,2,R$ 900.000
248,"Apartamento com 2 Quartos à Venda, 64m²",Avenida Santa Bernadethe,101,Lindóia,Curitiba,PR,64,2,1,1,R$ 435.000
249,"Apartamento com 3 Quartos à Venda, 235m²",Rua Quintino Bocaiúva,N/I,Cabral,Curitiba,PR,235,3,5,3,R$ 2.690.000
250,"Apartamento com 3 Quartos à Venda, 146m²",Rua Alberto Folloni,776,Ahú,Curitiba,PR,146,3,3,2,"R$ 580.000
                        
Preço abaixo do mercado"
251,"Apartamento com 3 Quartos à Venda, 133m²",Rua Alferes Ângelo Sampaio,1000,Água Verde,Curitiba,PR,133,3,4,3,R$ 1.650.000
252,"Apartamento com 2 Quartos à Venda, 84m²",Rua Engenheiros Rebouças,1769,Rebouças,Curitiba,PR,84,2,2,2,R$ 900.000
253,Residencial West Side,Alameda Cabral,680,Centro,Curitiba,PR,67-150,2-3,2-3,1-3,"De R$ 715.000 até R$ 1.150.000
                          
                            R$ 715.000"
254,"Apartamento com 2 Quartos à Venda, 51m²",Rua Tenente Francisco Ferreira de Souza,1922,Hauer,Curitiba,PR,51,2,1,1,R$ 375.031
255,"Apartamento com 2 Quartos à Venda, 64m²",Avenida Santa Bernadethe,101,Lindóia,Curitiba,PR,64,2,1,1,R$ 435.000
256,"Apartamento com 3 Quartos à Venda, 235m²",Rua Quintino Bocaiúva,N/I,Cabral,Curitiba,PR,235,3,5,3,R$ 2.690.000
257,"Apartamento com 3 Quartos à Venda, 112m²",Rua Deputado Heitor Alencar Furtado,4690,Campo Comprido,Curitiba,PR,112,3,3,2,R$ 1.320.000
258,"Apartamento com 3 Quartos à Venda, 124m²",Avenida Cândido Hartmann,3530,Barigui,Curitiba,PR,124,3,2,1,R$ 449.900
259,"Apartamento com 3 Quartos à Venda, 67m²",Rua Francisco Derosso,375,Xaxim,Curitiba,PR,67,3,2,1,R$ 425.000
260,Residencial West Side - 70.1m²,Alameda Cabral,680,Centro,Curitiba,PR,70,2,2,1,R$ 650.000
261,"Apartamento com 2 Quartos à Venda, 45m²",Rua Lothario Boutin,553,Pinheirinho,Curitiba,PR,45,2,1,1,R$ 245.000
262,"Apartamento com 2 Quartos à Venda, 50m²",Avenida Marechal Mascarenhas de Moraes,995,Santa Cândida,Curitiba,PR,50,2,2,1,R$ 295.000
263,"Apartamento com  Quarto à Venda, 48m²",Travessa Rafael Francisco Greca,144,Água Verde,Curitiba,PR,48,1,1,1,R$ 480.248
264,"Apartamento com 2 Quartos à Venda, 47m²",Rua Aluízio Finzetto,N/I,Prado Velho,Curitiba,PR,47,2,1,1,R$ 276.325
265,"Apartamento com 2 Quartos à Venda, 70m²",Rua Doutor Pedrosa,445,Batel,Curitiba,PR,70,2,2,1,R$ 730.000
266,"Apartamento com 3 Quartos à Venda, 81m²",Avenida Presidente Affonso Camargo,1773,Cristo Rei,Curitiba,PR,81,3,4,1,R$ 758.500
267,Residencial West Side - 134m²,Alameda Cabral,680,Centro,Curitiba,PR,134,2,2,2,R$ 1.150.000
268,"Apartamento com 3 Quartos à Venda, 69m²",Rua João Batista Trentin,N/I,Tingui,Curitiba,PR,69,3,2,1,R$ 564.900
269,"Apartamento com  Quarto à Venda, 47m²",Rua Oscar Wilde,1118,Lindóia,Curitiba,PR,47,1,1,1,R$ 298.000
270,"Apartamento com  Quarto à Venda, 25m²",Avenida São José,N/I,Cristo Rei,Curitiba,PR,25,1,1,--,R$ 215.000
271,"Apartamento com 3 Quartos à Venda, 124m²",Rua Padre Ildefonso,230,Batel,Curitiba,PR,124,3,3,1,R$ 780.000
272,"Apartamento com 4 Quartos à Venda, 126m²",N/I,N/I,Vila Izabel,Curitiba,PR,126,4,2,1,R$ 1.351.042
273,"Apartamento com 3 Quartos à Venda, 77m²",Avenida Santa Bernadethe,101,Portão,Curitiba,PR,77,3,1,1,"R$ 429.000
                        
Preço abaixo do mercado"
274,Residencial West Side - 67m²,Alameda Cabral,680,Centro,Curitiba,PR,67,2,2,2,R$ 715.000
275,"Apartamento com 3 Quartos à Venda, 196m²",N/I,N/I,Vila Izabel,Curitiba,PR,196,3,4,2,R$ 1.430.000
276,"Apartamento com 2 Quartos à Venda, 56m²",Rua Augusto de Mari,2561,Guaíra,Curitiba,PR,56,2,2,1,R$ 425.900
277,"Apartamento com 2 Quartos à Venda, 60m²",Rua Marechal Trompowski,298,Bacacheri,Curitiba,PR,60,2,1,1,R$ 456.600
278,"Apartamento com 4 Quartos à Venda, 208m²",Rua Chichorro Júnior,244,Cabral,Curitiba,PR,208,4,4,3,R$ 1.350.000
279,"Apartamento com 2 Quartos à Venda, 90m²",N/I,N/I,Bacacheri,Curitiba,PR,90,2,2,1,"R$ 365.000
                        
Preço abaixo do mercado"
280,"Apartamento com 2 Quartos à Venda, 85m²",Rua Visconde do Rio Branco,116,Mercês,Curitiba,PR,85,2,3,2,R$ 879.000
281,Central Plaza,Alameda Júlia da Costa,412,Mercês,Curitiba,PR,70-152,2-3,2-4,1-2,R$ 682.428
282,"Apartamento com  Quarto à Venda, 43m²",Avenida Visconde de Guarapuava,N/I,Centro,Curitiba,PR,43,1,1,1,R$ 423.000
283,"Apartamento com 2 Quartos à Venda, 65m²",Rua Oyapock,N/I,Cristo Rei,Curitiba,PR,65,2,2,--,R$ 375.000
284,"Apartamento com 2 Quartos à Venda, 104m²",Rua Francisco Balchak,N/I,Boa Vista,Curitiba,PR,104,2,1,2,R$ 619.714
285,"Apartamento com 3 Quartos à Venda, 90m²",N/I,N/I,Bacacheri,Curitiba,PR,90,3,2,--,R$ 875.801
286,"Apartamento com 2 Quartos à Venda, 60m²",Rua José Clementino Bettega,120,Capão Raso,Curitiba,PR,60,2,2,1,R$ 475.000
287,"Apartamento com 3 Quartos à Venda, 143m²",Rua Nicolau Maeder,N/I,Alto da Glória,Curitiba,PR,143,3,4,2,R$ 795.000
288,"Apartamento com 2 Quartos à Venda, 63m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,63,2,1,1,R$ 385.000
289,EDIFÍCIO ILHA DE BALI,Rua Reinaldino Schaffenberg de Quadros,201,Alto da Rua XV,Curitiba,PR,26-48,1-2,1,--,"De R$ 306.602 até R$ 726.234
                          
                            R$ 306.602"
290,"Apartamento com 2 Quartos à Venda, 104m²",Rua Coronel Joaquim Sarmento,160,Bom Retiro,Curitiba,PR,104,2,2,2,R$ 830.230
291,"Apartamento com  Quarto à Venda, 35m²",N/I,N/I,Batel,Curitiba,PR,35,1,1,--,R$ 583.900
292,"Apartamento com 2 Quartos à Venda, 53m²",Rua Renato Polatti,3525,Campo Comprido,Curitiba,PR,53,2,1,1,R$ 265.000
293,"Apartamento com 4 Quartos à Venda, 255m²",N/I,N/I,Mossunguê,Curitiba,PR,255,4,4,--,R$ 3.864.135
294,"Apartamento com 3 Quartos à Venda, 178m²",Rua Doutor Alexandre Gutierrez,N/I,Água Verde,Curitiba,PR,178,3,4,3,R$ 2.596.504
295,"Apartamento com 2 Quartos à Venda, 93m²",Alameda Princesa Izabel,N/I,São Francisco,Curitiba,PR,93,2,2,1,R$ 789.000
296,Residencial Palm 235 - 281m²,Rua Padre Antônio,235,Centro,Curitiba,PR,281,4,3,4,R$ 4.756.664
297,"Apartamento com 3 Quartos à Venda, 150m²",N/I,N/I,Água Verde,Curitiba,PR,150,3,3,2,R$ 2.330.634
298,"Apartamento com 3 Quartos à Venda, 143m²",Rua Inácio Barvick,260,Ecoville,Curitiba,PR,143,3,4,2,R$ 990.000
299,"Apartamento com 3 Quartos à Venda, 85m²",Rua Deputado Joaquim José Pedrosa,840,Cabral,Curitiba,PR,85,3,2,1,R$ 781.216
300,"Apartamento com 3 Quartos à Venda, 84m²",Rua Professor Luiz César,811,Água Verde,Curitiba,PR,84,3,4,2,R$ 873.900
301,"Apartamento com 2 Quartos à Venda, 60m²",Rua Marechal Trompowski,298,Bacacheri,Curitiba,PR,60,2,2,1,R$ 427.500
302,"Apartamento com 4 Quartos à Venda, 176m²",Rua Nicolau Maeder,N/I,Cabral,Curitiba,PR,176,4,4,3,R$ 2.646.719
303,Residencial Palm 235 - 165m²,Rua Padre Antônio,235,Centro,Curitiba,PR,165,3,4,3,R$ 2.331.843
304,"Apartamento com 3 Quartos à Venda, 93m²",Rua Petit Carneiro,665,Água Verde,Curitiba,PR,93,3,4,1,R$ 670.000
305,"Apartamento com 2 Quartos à Venda, 56m²",Rua Frei Eurico de Mello,131,Cidade Industrial,Curitiba,PR,56,2,1,1,R$ 195.000
306,"Apartamento com 3 Quartos à Venda, 94m²",Rua Gago Coutinho,45,Bacacheri,Curitiba,PR,94,3,2,2,R$ 770.000
307,"Apartamento com 4 Quartos à Venda, 437m²",N/I,N/I,Bigorrilho,Curitiba,PR,437,4,6,5,R$ 8.706.730
308,"Apartamento com 3 Quartos à Venda, 78m²",Avenida Silva Jardim,N/I,Batel,Curitiba,PR,78,3,2,1,R$ 590.000
309,"Apartamento com 2 Quartos à Venda, 142m²",Rua Engenheiro Ostoja Roguski,700,Jardim Botânico,Curitiba,PR,142,2,3,2,R$ 1.100.000
310,Residencial Palm 235,Rua Padre Antônio,235,Centro,Curitiba,PR,154-331,3-4,3-4,3-4,"De R$ 2.102.386 até R$ 3.424.262
                          
                            R$ 2.102.386"
311,"Apartamento com 3 Quartos à Venda, 65m²",Rua Brasílio Bacellar Filho,944,Tingui,Curitiba,PR,65,3,2,1,R$ 520.000
312,"Apartamento com 2 Quartos à Venda, 62m²",Rua David Geronasso,56,Boa Vista,Curitiba,PR,62,2,2,1,R$ 464.989
313,"Apartamento com 3 Quartos à Venda, 172m²",Rua Quintino Bocaiúva,N/I,Cabral,Curitiba,PR,172,3,5,2,R$ 1.729.406
314,"Apartamento com 3 Quartos à Venda, 108m²",Rua Reinaldino Schaffenberg de Quadros,1590,Cristo Rei,Curitiba,PR,108,3,2,2,R$ 1.050.000
315,"Apartamento com 3 Quartos à Venda, 78m²",Rua Ildefonso Stockler de França,160,Novo Mundo,Curitiba,PR,78,3,2,1,R$ 539.000
316,"Apartamento com  Quarto à Venda, 20m²",Rua Nossa Senhora de Nazaré,1378,Boa Vista,Curitiba,PR,20,1,1,1,R$ 177.000
317,Residencial Palm 235 - 175m²,Rua Padre Antônio,235,Centro,Curitiba,PR,175,3,4,3,R$ 2.174.041
318,"Apartamento com 4 Quartos à Venda, 186m²",Rua Castro Alves,785,Batel,Curitiba,PR,186,4,5,2,R$ 1.300.000
319,"Apartamento com 3 Quartos à Venda, 213m²",Rua Paulo Gorski,841,Mossunguê,Curitiba,PR,213,3,5,3,R$ 4.755.777
320,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,Sitio Cercado,Curitiba,PR,50,2,1,1,R$ 168.000
321,"Apartamento com 2 Quartos à Venda, 62m²",Rua Angélica Manikosky Geronasso,N/I,Boa Vista,Curitiba,PR,62,2,2,1,R$ 464.000
322,"Apartamento com 2 Quartos à Venda, 72m²",N/I,N/I,Cristo Rei,Curitiba,PR,72,2,1,1,R$ 265.000
323,"Apartamento com 2 Quartos à Venda, 49m²",Rua Valentin Nichele,126,Pinheirinho,Curitiba,PR,49,2,1,1,R$ 320.000
324,"Apartamento com 3 Quartos à Venda, 146m²",Alameda Doutor Carlos de Carvalho,198,Centro,Curitiba,PR,146,3,3,1,R$ 879.000
325,Residencial Palm 235 - 154m²,Rua Padre Antônio,235,Centro,Curitiba,PR,154,3,4,3,R$ 2.102.386
326,"Apartamento com 3 Quartos à Venda, 323m²",Avenida Presidente Getúlio Vargas,2900,Água Verde,Curitiba,PR,323,3,5,4,R$ 6.900.000
327,"Apartamento com 2 Quartos à Venda, 63m²",Rua Pastor Antônio Polito,1421,Boqueirão,Curitiba,PR,63,2,1,1,"R$ 260.000
                        
Preço abaixo do mercado"
328,"Apartamento com 2 Quartos à Venda, 44m²",Rua Orestes Códega,524,Pinheirinho,Curitiba,PR,44,2,1,1,R$ 339.116
329,"Apartamento com 3 Quartos à Venda, 92m²",Rua General Carneiro,1073,Alto da Rua XV,Curitiba,PR,92,3,3,2,R$ 1.061.269
330,"Apartamento com 3 Quartos à Venda, 83m²",Rua Rogério Pereira de Camargo,134,Cidade Industrial,Curitiba,PR,83,3,2,2,R$ 590.000
331,"Apartamento com  Quarto à Venda, 31m²",Rua Iapó,1549,Rebouças,Curitiba,PR,31,1,1,1,R$ 270.000
332,QUINTESSENCE,Rua Alferes Ângelo Sampaio,1783,Batel,Curitiba,PR,151,3,3,3,R$ 2.473.081
333,"Apartamento com 2 Quartos à Venda, 67m²",Rua Elbe Pospissil,63,Juvevê,Curitiba,PR,67,2,2,1,R$ 600.000
334,"Apartamento com 3 Quartos à Venda, 112m²",Rua Eugênio Flor,390,Abranches,Curitiba,PR,112,3,1,2,R$ 829.078
335,"Apartamento com 3 Quartos à Venda, 61m²",N/I,N/I,Cidade Industrial,Curitiba,PR,61,3,2,1,R$ 359.900
336,"Apartamento com 2 Quartos à Venda, 47m²",Rua Agostinho Brusamolin,333,Cidade Industrial,Curitiba,PR,47,2,1,1,R$ 260.000
337,"Apartamento com  Quarto à Venda, 28m²",Avenida Visconde de Guarapuava,N/I,Centro,Curitiba,PR,28,1,1,--,R$ 360.000
338,"Apartamento com  Quarto à Venda, 71m²",Rua Brigadeiro Franco,3003,Água Verde,Curitiba,PR,71,1,1,1,R$ 492.580
339,Residencial Vaz Batel - 78m²,Avenida Vicente Machado,1056,Batel,Curitiba,PR,78,2,2,1,R$ 1.129.274
340,"Apartamento com 2 Quartos à Venda, 50m²",Avenida Vicente Machado,N/I,Centro,Curitiba,PR,50,2,1,2,R$ 480.000
341,"Apartamento com 3 Quartos à Venda, 73m²",N/I,N/I,Tingui,Curitiba,PR,73,3,1,--,"R$ 179.000
                        
Preço abaixo do mercado"
342,"Apartamento com 2 Quartos à Venda, 46m²",Rua Aluízio Finzetto,3511,Prado Velho,Curitiba,PR,46,2,1,1,R$ 277.779
343,"Apartamento com 2 Quartos à Venda, 58m²",Rua Vinte e Nove de Junho,554,Bacacheri,Curitiba,PR,58,2,1,1,R$ 499.000
344,"Apartamento com 3 Quartos à Venda, 108m²",Rua Alferes Ângelo Sampaio,N/I,Bigorrilho,Curitiba,PR,108,3,1,2,R$ 1.564.048
345,"Apartamento com 3 Quartos à Venda, 90m²",Rua Coronel Ottoni Maciel,500,Vila Izabel,Curitiba,PR,90,3,3,2,R$ 842.000
346,Residencial Vaz Batel - 53m²,Avenida Vicente Machado,1056,Batel,Curitiba,PR,53,1,2,1,R$ 733.528
347,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1323,Santo Inácio,Curitiba,PR,71,3,2,1,R$ 777.600
348,"Apartamento com 3 Quartos à Venda, 121m²",Rua Belém,61,Cabral,Curitiba,PR,121,3,3,1,R$ 750.000
349,"Apartamento com 2 Quartos à Venda, 46m²",N/I,N/I,N/I,N/I,N/I,46,2,1,1,R$ 275.900
350,"Apartamento com  Quarto à Venda, 28m²",Rua Jornalista Caio Machado,1051,Santa Quitéria,Curitiba,PR,28,1,1,--,R$ 232.205
351,"Apartamento com 2 Quartos à Venda, 150m²",Travessa Lange,41,Água Verde,Curitiba,PR,150,2,4,3,R$ 1.250.000
352,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Cidade Industrial,Curitiba,PR,61,3,2,1,R$ 375.510
353,Residencial Vaz Batel,Avenida Vicente Machado,1056,Batel,Curitiba,PR,53-123,1-3,2-3,1-2,"De R$ 733.528 até R$ 2.336.545
                          
                            R$ 733.528"
354,"Apartamento com 2 Quartos à Venda, 91m²",Rua Vereador Aurelino Mader Gonçalves,420,Xaxim,Curitiba,PR,91,2,1,1,"R$ 280.000
                        
Preço abaixo do mercado"
355,"Apartamento com 2 Quartos à Venda, 50m²",Rua Carlos de Campos,1639,Boa Vista,Curitiba,PR,50,2,1,1,R$ 307.500
356,"Apartamento com 3 Quartos à Venda, 85m²",Avenida República Argentina,2500,Portão,Curitiba,PR,85,3,2,1,R$ 420.000
357,"Apartamento com 2 Quartos à Venda, 77m²",Rua Doutor Raul Carneiro Filho,371,Água Verde,Curitiba,PR,77,2,2,1,R$ 703.000
358,"Apartamento com 3 Quartos à Venda, 128m²",Rua Doutor Manoel Pedro,325,Cabral,Curitiba,PR,128,3,4,2,R$ 958.000
359,"Apartamento com 3 Quartos à Venda, 92m²",Rua São Luiz,304,Cabral,Curitiba,PR,92,3,1,1,R$ 785.000
360,"Apartamento com 2 Quartos à Venda, 175m²",Rua Deputado Heitor Alencar Furtado,3980,Ecoville,Curitiba,PR,175,2,2,3,R$ 1.980.000
361,Residencial Vaz Batel - 109m²,Avenida Vicente Machado,1056,Batel,Curitiba,PR,109,2,3,2,R$ 2.049.332
362,"Apartamento com  Quarto à Venda, 28m²",Rua Jornalista Caio Machado,1051,Santa Quitéria,Curitiba,PR,28,1,1,--,R$ 232.205
363,"Apartamento com 2 Quartos à Venda, 150m²",Travessa Lange,41,Água Verde,Curitiba,PR,150,2,4,3,R$ 1.250.000
364,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Cidade Industrial,Curitiba,PR,61,3,2,1,R$ 375.510
