,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
8774,"Apartamento com  Quarto à Venda, 23m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,23,1,1,--,R$ 241.600
8775,"Apartamento com 2 Quartos à Venda, 75m²",Rua Treze de Maio,301,Centro,Curitiba,PR,75,2,2,1,"R$ 279.000
                        
Preço abaixo do mercado"
8776,"Apartamento com  Quarto à Venda, 22m²",Rua Padre Anchieta,N/I,Bigorrilho,Curitiba,PR,22,1,1,--,R$ 175.000
8777,"Apartamento com 3 Quartos à Venda, 176m²",Rua Quintino Bocaiúva,277,Cabral,Curitiba,PR,176,3,5,2,R$ 1.587.420
8778,"Apartamento com 2 Quartos à Venda, 50m²",Rua José Zaleski,1240,Capão Raso,Curitiba,PR,50,2,1,1,R$ 323.556
8779,"Apartamento com  Quarto à Venda, 36m²",N/I,N/I,Centro,Curitiba,PR,36,1,1,--,R$ 280.000
8780,"Apartamento com 2 Quartos à Venda, 42m²",Rua Frei Eurico de Mello,55,Cidade Industrial,Curitiba,PR,42,2,1,1,R$ 220.000
8781,"Apartamento com 2 Quartos à Venda, 34m²",Rua Lourenço Pinto,350,Centro,Curitiba,PR,34,2,1,--,R$ 395.000
8782,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Cidade Industrial,Curitiba,PR,61,3,2,--,R$ 375.510
8783,"Apartamento com  Quarto à Venda, 53m²",Avenida Vicente Machado,N/I,Batel,Curitiba,PR,53,1,1,1,R$ 772.901
8784,"Apartamento com 2 Quartos à Venda, 70m²",Rua Desembargador Motta,2767,Bigorrilho,Curitiba,PR,70,2,1,1,"R$ 340.000
                        
Preço abaixo do mercado"
8785,"Apartamento com 3 Quartos à Venda, 110m²",Rua Engenheiro Niepce da Silva,144,Portão,Curitiba,PR,110,3,3,2,R$ 1.200.000
8786,"Apartamento com 3 Quartos à Venda, 90m²",Avenida Sete de Setembro,N/I,Centro,Curitiba,PR,90,3,3,1,R$ 780.000
8787,"Apartamento com  Quarto à Venda, 26m²",Rua Joaquim Nabuco,N/I,Tingui,Curitiba,PR,26,1,1,--,R$ 212.900
8788,"Apartamento com  Quarto à Venda, 34m²",Rua André de Barros,N/I,Centro,Curitiba,PR,34,1,1,1,R$ 368.500
8789,"Apartamento com  Quarto à Venda, 23m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,23,1,1,--,R$ 241.600
8790,"Apartamento com 2 Quartos à Venda, 75m²",Rua Treze de Maio,301,Centro,Curitiba,PR,75,2,2,1,"R$ 279.000
                        
Preço abaixo do mercado"
8791,"Apartamento com 2 Quartos à Venda, 50m²",Rua José Zaleski,1240,Capão Raso,Curitiba,PR,50,2,1,1,R$ 323.556
8792,"Apartamento com  Quarto à Venda, 36m²",N/I,N/I,Centro,Curitiba,PR,36,1,1,--,R$ 280.000
8793,"Apartamento com 2 Quartos à Venda, 34m²",Rua Lourenço Pinto,350,Centro,Curitiba,PR,34,2,1,--,R$ 395.000
8794,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Cidade Industrial,Curitiba,PR,61,3,2,--,R$ 375.510
8795,"Apartamento com  Quarto à Venda, 53m²",Avenida Vicente Machado,N/I,Batel,Curitiba,PR,53,1,1,1,R$ 772.901
8796,"Apartamento com 3 Quartos à Venda, 89m²",Rua Lamenha Lins,100,Rebouças,Curitiba,PR,89,3,2,1,R$ 359.560
8797,"Apartamento com  Quarto à Venda, 25m²",Rua Professor Nivaldo Maranhão Faria,N/I,Bairro Alto,Curitiba,PR,25,1,1,--,R$ 175.000
8798,"Apartamento com 3 Quartos à Venda, 94m²",N/I,N/I,Cabral,Curitiba,PR,94,3,2,2,R$ 1.012.000
8799,"Apartamento com 4 Quartos à Venda, 104m²",Rua Alferes Poli,2523,Parolin,Curitiba,PR,104,4,1,1,R$ 345.000
8800,"Apartamento com 3 Quartos à Venda, 99m²",Rua Alberto Potier,N/I,Boa Vista,Curitiba,PR,99,3,2,1,R$ 1.075.729
8801,"Apartamento com 3 Quartos à Venda, 108m²",Rua Alferes Ângelo Sampaio,2525,Bigorrilho,Curitiba,PR,108,3,3,3,R$ 1.601.647
8802,"Apartamento com 2 Quartos à Venda, 56m²",N/I,N/I,Portão,Curitiba,PR,56,2,2,1,R$ 410.000
8803,"Apartamento com 2 Quartos à Venda, 47m²",N/I,N/I,Sitio Cercado,Curitiba,PR,47,2,1,1,R$ 198.000
8804,"Apartamento com 3 Quartos à Venda, 87m²",Rua Desembargador Arthur Leme,253,Bacacheri,Curitiba,PR,87,3,4,1,"R$ 470.000
                        
Preço abaixo do mercado"
8805,"Apartamento com 2 Quartos à Venda, 52m²",N/I,N/I,Uberaba,Curitiba,PR,52,2,1,1,R$ 200.000
8806,"Apartamento com 3 Quartos à Venda, 150m²",Avenida Silva Jardim,N/I,Água Verde,Curitiba,PR,150,3,2,3,R$ 2.338.894
8807,"Apartamento com 2 Quartos à Venda, 47m²",Rua Padre Paulo Canelles,349,Santa Cândida,Curitiba,PR,47,2,1,1,R$ 218.000
8808,"Apartamento com 2 Quartos à Venda, 43m²",Rua Tijucas do Sul,1255,Sitio Cercado,Curitiba,PR,43,2,1,1,R$ 158.000
8809,"Apartamento com 3 Quartos à Venda, 74m²",N/I,N/I,Uberaba,Curitiba,PR,74,3,2,2,R$ 420.000
8810,"Apartamento com 3 Quartos à Venda, 98m²",Rua Maria Clara,111,Alto da Glória,Curitiba,PR,98,3,2,2,R$ 1.336.200
8811,"Apartamento com 2 Quartos à Venda, 51m²",Rua Desembargador Lauro Sodré Lopes,100,Portão,Curitiba,PR,51,2,2,2,R$ 751.808
8812,"Apartamento com 2 Quartos à Venda, 96m²",Rua Francisco Balchak,N/I,Boa Vista,Curitiba,PR,96,2,1,1,R$ 551.613
8813,"Apartamento com  Quarto à Venda, 63m²",Rua João Bonat,N/I,Novo Mundo,Curitiba,PR,63,1,1,1,R$ 399.000
8814,"Apartamento com 2 Quartos à Venda, 53m²",Rua Pará,N/I,Água Verde,Curitiba,PR,53,2,1,1,R$ 538.033
8815,"Apartamento com 2 Quartos à Venda, 70m²",N/I,N/I,Bigorrilho,Curitiba,PR,70,2,2,2,R$ 808.792
8816,"Apartamento com 3 Quartos à Venda, 128m²",Rua Teixeira Soares,200,Batel,Curitiba,PR,128,3,3,2,R$ 1.881.306
8817,"Apartamento com 4 Quartos à Venda, 175m²",Rua Carneiro Lobo,243,Água Verde,Curitiba,PR,175,4,4,2,R$ 980.000
8818,"Apartamento com 3 Quartos à Venda, 58m²",Estrada Guilherme Weigert,N/I,Santa Cândida,Curitiba,PR,58,3,1,1,R$ 210.000
8819,"Apartamento com 2 Quartos à Venda, 85m²",Avenida Marechal Floriano Peixoto,N/I,Rebouças,Curitiba,PR,85,2,2,--,R$ 235.000
8820,"Apartamento com 2 Quartos à Venda, 62m²",Rua Maria Trevisan Tortato,341,Novo Mundo,Curitiba,PR,62,2,1,1,R$ 390.000
8821,"Apartamento com 4 Quartos à Venda, 107m²",Rua Belém,322,Cabral,Curitiba,PR,107,4,4,--,"R$ 600.000
                        
Preço abaixo do mercado"
8822,"Apartamento com  Quarto à Venda, 58m²",Rua Francisco Balchak,N/I,Boa Vista,Curitiba,PR,58,1,1,2,R$ 500.687
8823,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1138,Santo Inácio,Curitiba,PR,71,3,2,2,R$ 566.000
8824,"Apartamento com 2 Quartos à Venda, 69m²",Rua Monsenhor Ivo Zanlorenzi,4400,Ecoville,Curitiba,PR,69,2,2,1,R$ 690.000
8825,"Apartamento com 3 Quartos à Venda, 124m²",N/I,N/I,Batel,Curitiba,PR,124,3,2,2,R$ 2.370.000
8826,"Apartamento com  Quarto à Venda, 56m²",Rua Francisco Derosso,375,Xaxim,Curitiba,PR,56,1,2,1,R$ 299.000
8827,"Apartamento com 3 Quartos à Venda, 101m²",Rua Petit Carneiro,1230,Água Verde,Curitiba,PR,101,3,3,2,R$ 890.000
8828,"Apartamento com 3 Quartos à Venda, 143m²",Rua Inácio Barvick,N/I,Ecoville,Curitiba,PR,143,3,4,2,R$ 990.000
8829,"Apartamento com 2 Quartos à Venda, 61m²",Rua José Alceu Sabatke,120,Sitio Cercado,Curitiba,PR,61,2,1,1,R$ 225.000
8830,"Apartamento com  Quarto à Venda, 45m²",Rua Lourenço Bizinelli,249,Seminário,Curitiba,PR,45,1,1,1,R$ 265.000
8831,"Apartamento com  Quarto à Venda, 17m²",Rua Amazonas,900,Água Verde,Curitiba,PR,17,1,1,--,R$ 194.900
8832,"Apartamento com  Quarto à Venda, 22m²",Rua Desembargador Westphalen,1627,Rebouças,Curitiba,PR,22,1,1,1,R$ 280.000
8833,"Apartamento com 3 Quartos à Venda, 62m²",Rua Rio Grande do Sul,907,Água Verde,Curitiba,PR,62,3,1,1,"R$ 370.000
                        
Preço abaixo do mercado"
8834,"Apartamento com 3 Quartos à Venda, 112m²",N/I,N/I,Água Verde,Curitiba,PR,112,3,2,2,R$ 1.154.000
8835,"Apartamento com 3 Quartos à Venda, 46m²",N/I,N/I,N/I,N/I,N/I,46,3,2,2,R$ 277.000
8836,"Apartamento com 2 Quartos à Venda, 77m²",Rua Barão de Antonina,57,São Francisco,Curitiba,PR,77,2,2,2,R$ 650.000
8837,"Apartamento com 3 Quartos à Venda, 127m²",Alameda Princesa Izabel,961,Bigorrilho,Curitiba,PR,127,3,5,2,R$ 1.748.880
8838,"Apartamento com 2 Quartos à Venda, 80m²",N/I,N/I,Vila Izabel,Curitiba,PR,80,2,1,1,R$ 599.000
8839,"Apartamento com 2 Quartos à Venda, 141m²",Avenida Iguaçu,3791,Seminário,Curitiba,PR,141,2,3,2,R$ 1.831.946
8840,"Apartamento com  Quarto à Venda, 33m²",Rua Nunes Machado,79,Centro,Curitiba,PR,33,1,1,--,R$ 340.000
8841,"Apartamento com 2 Quartos à Venda, 72m²",N/I,N/I,Bacacheri,Curitiba,PR,72,2,1,1,R$ 567.000
8842,"Apartamento com  Quarto à Venda, 39m²",N/I,N/I,Centro Cívico,Curitiba,PR,39,1,1,--,R$ 349.000
8843,"Apartamento com 2 Quartos à Venda, 62m²",Rua João Bettega,N/I,Portão,Curitiba,PR,62,2,2,1,R$ 270.000
8844,"Apartamento com 3 Quartos à Venda, 122m²",Avenida Paraná,642,Cabral,Curitiba,PR,122,3,3,1,"R$ 650.000
                        
Preço abaixo do mercado"
8845,"Apartamento com 2 Quartos à Venda, 73m²",Rua Pará,1306,Água Verde,Curitiba,PR,73,2,2,1,R$ 595.000
8846,"Apartamento com 3 Quartos à Venda, 97m²",Rua Monsenhor Ivo Zanlorenzi,1668,Mossunguê,Curitiba,PR,97,3,1,1,R$ 670.000
8847,"Apartamento com 2 Quartos à Venda, 44m²",Praça Padre João Bagozzi,2620,Água Verde,Curitiba,PR,44,2,1,1,R$ 388.000
8848,"Apartamento com 2 Quartos à Venda, 88m²",Rua João Schleder Sobrinho,332,Boa Vista,Curitiba,PR,88,2,3,2,R$ 849.900
8849,"Apartamento com 3 Quartos à Venda, 77m²",Rua Engenheiros Rebouças,2337,Rebouças,Curitiba,PR,77,3,2,2,"R$ 640.000
                        
Preço abaixo do mercado"
8850,"Apartamento com 4 Quartos à Venda, 422m²",N/I,N/I,Água Verde,Curitiba,PR,422,4,5,4,R$ 1.490.000
8851,"Apartamento com 3 Quartos à Venda, 89m²",Rua Palmeiras,545,Água Verde,Curitiba,PR,89,3,2,1,R$ 424.000
8852,"Apartamento com 2 Quartos à Venda, 86m²",Rua Vinte e Nove de Junho,554,Bacacheri,Curitiba,PR,86,2,3,1,R$ 650.900
8853,"Apartamento com 3 Quartos à Venda, 98m²",Avenida João Gualberto,575,Alto da Glória,Curitiba,PR,98,3,2,2,"R$ 710.000
                        
Preço abaixo do mercado"
8854,"Apartamento com 2 Quartos à Venda, 59m²",Rua João Bettega,644,Portão,Curitiba,PR,59,2,1,1,R$ 299.000
8855,"Apartamento com 2 Quartos à Venda, 69m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,69,2,2,2,R$ 700.000
8856,"Apartamento com 2 Quartos à Venda, 82m²",Rua Doutor Alexandre Gutierrez,193,Água Verde,Curitiba,PR,82,2,3,2,R$ 977.000
8857,"Apartamento com 2 Quartos à Venda, 41m²",Rua Ângelo Tozim,1551,Campo de Santana,Curitiba,PR,41,2,1,1,R$ 160.000
8858,"Apartamento com 3 Quartos à Venda, 212m²",Rua Paulo Gorski,841,Mossunguê,Curitiba,PR,212,3,5,2,R$ 4.755.777
8859,"Apartamento com 3 Quartos à Venda, 92m²",Alameda Princesa Izabel,291,Centro,Curitiba,PR,92,3,2,1,R$ 805.000
8860,"Apartamento com 2 Quartos à Venda, 67m²",Rua Doutor Raul Carneiro Filho,100,Água Verde,Curitiba,PR,67,2,2,1,R$ 576.389
8861,"Apartamento com  Quarto à Venda, 27m²",Rua Desembargador Westphalen,450,Centro,Curitiba,PR,27,1,1,--,R$ 242.000
8862,"Apartamento com  Quarto à Venda, 61m²",N/I,N/I,Rebouças,Curitiba,PR,61,1,2,1,R$ 642.000
8863,"Apartamento com 4 Quartos à Venda, 107m²",Rua Belém,322,Cabral,Curitiba,PR,107,4,4,--,"R$ 600.000
                        
Preço abaixo do mercado"
8864,"Apartamento com  Quarto à Venda, 58m²",Rua Francisco Balchak,N/I,Boa Vista,Curitiba,PR,58,1,1,2,R$ 500.687
8865,"Apartamento com 2 Quartos à Venda, 66m²",Rua Álvaro Andrade,225,Portão,Curitiba,PR,66,2,2,1,R$ 750.000
8866,"Apartamento com 2 Quartos à Venda, 69m²",Rua Monsenhor Ivo Zanlorenzi,4400,Ecoville,Curitiba,PR,69,2,2,1,R$ 690.000
8867,"Apartamento com 3 Quartos à Venda, 124m²",N/I,N/I,Batel,Curitiba,PR,124,3,2,2,R$ 2.370.000
8868,"Apartamento com 3 Quartos à Venda, 63m²",Rua José Zaleski,674,Capão Raso,Curitiba,PR,63,3,1,1,R$ 245.000
8869,"Apartamento com 2 Quartos à Venda, 48m²",Rua Nicola Pellanda,3230,Umbara,Curitiba,PR,48,2,1,1,R$ 185.000
8870,"Apartamento com 2 Quartos à Venda, 63m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,63,2,1,1,R$ 385.000
8871,"Apartamento com 3 Quartos à Venda, 101m²",Rua Petit Carneiro,1230,Água Verde,Curitiba,PR,101,3,3,2,R$ 890.000
8872,"Apartamento com 3 Quartos à Venda, 143m²",Rua Inácio Barvick,N/I,Ecoville,Curitiba,PR,143,3,4,2,R$ 990.000
8873,"Apartamento com  Quarto à Venda, 45m²",Rua Lourenço Bizinelli,249,Seminário,Curitiba,PR,45,1,1,1,R$ 265.000
8874,"Apartamento com  Quarto à Venda, 17m²",Rua Amazonas,900,Água Verde,Curitiba,PR,17,1,1,--,R$ 194.900
8875,"Apartamento com  Quarto à Venda, 22m²",Rua Desembargador Westphalen,1627,Rebouças,Curitiba,PR,22,1,1,1,R$ 280.000
8876,"Apartamento com 3 Quartos à Venda, 62m²",Rua Rio Grande do Sul,907,Água Verde,Curitiba,PR,62,3,1,1,"R$ 370.000
                        
Preço abaixo do mercado"
8877,"Apartamento com  Quarto à Venda, 38m²",Rua Amazonas,1300,Portão,Curitiba,PR,38,1,1,1,R$ 355.900
8878,"Apartamento com 2 Quartos à Venda, 56m²",Rua Paulo Kulik,182,Santa Cândida,Curitiba,PR,56,2,1,1,R$ 259.000
8879,"Apartamento com 3 Quartos à Venda, 99m²",N/I,N/I,Boa Vista,Curitiba,PR,99,3,2,1,R$ 982.000
8880,"Apartamento com 3 Quartos à Venda, 112m²",N/I,N/I,Água Verde,Curitiba,PR,112,3,2,2,R$ 1.154.000
8881,"Apartamento com 2 Quartos à Venda, 68m²",Avenida Presidente Getúlio Vargas,4167,Vila Izabel,Curitiba,PR,68,2,2,1,R$ 657.600
8882,"Apartamento com  Quarto à Venda, 32m²",N/I,N/I,Novo Mundo,Curitiba,PR,32,1,1,--,R$ 302.900
8883,"Apartamento com 3 Quartos à Venda, 46m²",N/I,N/I,N/I,N/I,N/I,46,3,2,2,R$ 277.000
8884,"Apartamento com 2 Quartos à Venda, 77m²",Rua Barão de Antonina,57,São Francisco,Curitiba,PR,77,2,2,2,R$ 650.000
8885,"Apartamento com  Quarto à Venda, 33m²",Rua Nunes Machado,79,Centro,Curitiba,PR,33,1,1,--,R$ 340.000
8886,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,N/I,N/I,N/I,50,2,1,1,R$ 265.000
8887,"Apartamento com  Quarto à Venda, 35m²",N/I,N/I,Rebouças,Curitiba,PR,35,1,1,1,R$ 279.206
8888,"Apartamento com 2 Quartos à Venda, 72m²",N/I,N/I,Bacacheri,Curitiba,PR,72,2,1,1,R$ 567.000
8889,"Apartamento com  Quarto à Venda, 39m²",N/I,N/I,Centro Cívico,Curitiba,PR,39,1,1,--,R$ 349.000
8890,"Apartamento com 3 Quartos à Venda, 122m²",Avenida Paraná,642,Cabral,Curitiba,PR,122,3,3,1,"R$ 650.000
                        
Preço abaixo do mercado"
8891,"Apartamento com 2 Quartos à Venda, 73m²",Rua Pará,1306,Água Verde,Curitiba,PR,73,2,2,1,R$ 595.000
8892,"Apartamento com 3 Quartos à Venda, 76m²",Rua Engenheiro Ostoja Roguski,N/I,Jardim Botânico,Curitiba,PR,76,3,1,1,R$ 575.000
8893,"Apartamento com 3 Quartos à Venda, 94m²",Rua São Mateus,511,Portão,Curitiba,PR,94,3,3,1,R$ 568.900
8894,"Apartamento com 2 Quartos à Venda, 142m²",Rua Francisco Rocha,165,Batel,Curitiba,PR,142,2,3,3,R$ 2.290.000
8895,"Apartamento com  Quarto à Venda, 33m²",Praça Padre João Bagozzi,3865,Guaíra,Curitiba,PR,33,1,1,1,R$ 254.800
8896,"Apartamento com 4 Quartos à Venda, 127m²",Rua Lamenha Lins,531,Centro,Curitiba,PR,127,4,4,2,R$ 900.000
8897,"Apartamento com  Quarto à Venda, 37m²",Rua Rogério Pereira de Camargo,187,Campo Comprido,Curitiba,PR,37,1,1,--,R$ 267.900
8898,"Apartamento com 2 Quartos à Venda, 41m²",Rua Rio Jaguaribe,389,Bairro Alto,Curitiba,PR,41,2,1,1,R$ 149.990
8899,"Apartamento com 3 Quartos à Venda, 60m²",Rua Jovino do Rosário,1526,Boa Vista,Curitiba,PR,60,3,2,1,R$ 450.000
8900,"Apartamento com 2 Quartos à Venda, 130m²",Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,130,2,4,2,R$ 2.331.000
8901,"Apartamento com 2 Quartos à Venda, 148m²",N/I,N/I,Seminário,Curitiba,PR,148,2,3,2,"R$ 830.000
                        
Preço abaixo do mercado"
8902,"Apartamento com 2 Quartos à Venda, 51m²",Rua Jovino do Rosário,N/I,Boa Vista,Curitiba,PR,51,2,1,1,R$ 413.128
8903,"Apartamento com 3 Quartos à Venda, 98m²",Avenida João Gualberto,575,Alto da Glória,Curitiba,PR,98,3,3,2,R$ 800.000
8904,"Apartamento com  Quarto à Venda, 26m²",Rua Esper Jorge Chueri,1408,Cajuru,Curitiba,PR,26,1,1,--,R$ 159.900
8905,"Apartamento com 3 Quartos à Venda, 158m²",Rua Bento Viana,932,Água Verde,Curitiba,PR,158,3,3,1,"R$ 660.000
                        
Preço abaixo do mercado"
8906,"Apartamento com 2 Quartos à Venda, 54m²",Rua Irmãs Paulinas,5161,Novo Mundo,Curitiba,PR,54,2,2,1,R$ 427.900
8907,"Apartamento com 3 Quartos à Venda, 156m²",Rua Francisco Rocha,1777,Champagnat,Curitiba,PR,156,3,4,2,R$ 1.395.000
8908,"Apartamento com 3 Quartos à Venda, 178m²",Rua Lamenha Lins,N/I,Centro,Curitiba,PR,178,3,4,2,"R$ 900.000
                        
Preço abaixo do mercado"
8909,"Apartamento com 2 Quartos à Venda, 70m²",Rua Desembargador Motta,2767,Bigorrilho,Curitiba,PR,70,2,1,1,"R$ 340.000
                        
Preço abaixo do mercado"
8910,"Apartamento com  Quarto à Venda, 1425m²",Rua Madre Maria Lúcia,506,Guabirotuba,Curitiba,PR,1425,1,2,1,R$ 359.000
8911,"Apartamento com  Quarto à Venda, 26m²",Rua Joaquim Nabuco,N/I,Tingui,Curitiba,PR,26,1,1,--,R$ 212.900
8912,"Apartamento com  Quarto à Venda, 34m²",Rua André de Barros,N/I,Centro,Curitiba,PR,34,1,1,1,R$ 368.500
8913,"Apartamento com 4 Quartos à Venda, 365m²",N/I,N/I,Vila Izabel,Curitiba,PR,365,4,5,3,"R$ 1.990.000
                        
Preço abaixo do mercado"
8914,"Apartamento com  Quarto à Venda, 23m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,23,1,1,--,R$ 241.600
8915,"Apartamento com 2 Quartos à Venda, 75m²",Rua Treze de Maio,301,Centro,Curitiba,PR,75,2,2,1,"R$ 279.000
                        
Preço abaixo do mercado"
8916,"Apartamento com  Quarto à Venda, 22m²",Rua Padre Anchieta,N/I,Bigorrilho,Curitiba,PR,22,1,1,--,R$ 175.000
8917,"Apartamento com 2 Quartos à Venda, 75m²",Rua Guilherme Pugsley,1599,Água Verde,Curitiba,PR,75,2,2,1,R$ 735.000
8918,"Apartamento com 3 Quartos à Venda, 176m²",Rua Quintino Bocaiúva,277,Cabral,Curitiba,PR,176,3,5,2,R$ 1.587.420
8919,"Apartamento com 2 Quartos à Venda, 50m²",Rua José Zaleski,1240,Capão Raso,Curitiba,PR,50,2,1,1,R$ 323.556
8920,"Apartamento com  Quarto à Venda, 36m²",N/I,N/I,Centro,Curitiba,PR,36,1,1,--,R$ 280.000
8921,"Apartamento com 2 Quartos à Venda, 42m²",Rua Frei Eurico de Mello,55,Cidade Industrial,Curitiba,PR,42,2,1,1,R$ 220.000
8922,"Apartamento com 2 Quartos à Venda, 34m²",Rua Lourenço Pinto,350,Centro,Curitiba,PR,34,2,1,--,R$ 395.000
8923,"Apartamento com 3 Quartos à Venda, 61m²",Rua João Bettega,4301,Cidade Industrial,Curitiba,PR,61,3,2,--,R$ 375.510
8924,"Apartamento com  Quarto à Venda, 53m²",Avenida Vicente Machado,N/I,Batel,Curitiba,PR,53,1,1,1,R$ 772.901
8925,"Apartamento com 3 Quartos à Venda, 89m²",Rua Lamenha Lins,100,Rebouças,Curitiba,PR,89,3,2,1,R$ 359.560
8926,"Apartamento com 4 Quartos à Venda, 104m²",Rua Alferes Poli,2523,Parolin,Curitiba,PR,104,4,1,1,R$ 345.000
8927,"Apartamento com 3 Quartos à Venda, 99m²",Rua Alberto Potier,N/I,Boa Vista,Curitiba,PR,99,3,2,1,R$ 1.075.729
8928,"Apartamento com  Quarto à Venda, 34m²",Rua Brigadeiro Franco,1482,Mercês,Curitiba,PR,34,1,1,--,R$ 310.000
8929,"Apartamento com 2 Quartos à Venda, 48m²",Rua Paulo Kissula,922,Capão da Imbuia,Curitiba,PR,48,2,1,1,R$ 374.900
8930,"Apartamento com 3 Quartos à Venda, 83m²",Rua Estados Unidos,1588,Cabral,Curitiba,PR,83,3,2,1,R$ 550.000
8931,"Apartamento com 3 Quartos à Venda, 130m²",Rua Pedro Ivo,298,Centro,Curitiba,PR,130,3,3,--,R$ 485.000
8932,"Apartamento com 3 Quartos à Venda, 136m²",Rua Brigadeiro Franco,1649,Centro,Curitiba,PR,136,3,2,2,R$ 950.000
8933,"Apartamento com 3 Quartos à Venda, 633m²",Rua Cândido Xavier,331,Água Verde,Curitiba,PR,633,3,2,8,"R$ 5.799.000
                        
Preço abaixo do mercado"
8934,"Apartamento com 3 Quartos à Venda, 77m²",Rua General Aristides Athayde Júnior,588,Champagnat,Curitiba,PR,77,3,2,1,R$ 470.000
8935,"Apartamento com 3 Quartos à Venda, 97m²",Rua Professor Guido Straube,129,Vila Izabel,Curitiba,PR,97,3,2,2,R$ 1.018.000
8936,"Apartamento com 2 Quartos à Venda, 51m²",Rua Mato Grosso,331,Água Verde,Curitiba,PR,51,2,1,--,R$ 210.000
8937,"Apartamento com 3 Quartos à Venda, 67m²",Rua Rezala Simão,281,Santa Quitéria,Curitiba,PR,67,3,2,1,R$ 277.000
8938,"Apartamento com 3 Quartos à Venda, 60m²",Rua Emanoel Voluz,1368,Pinheirinho,Curitiba,PR,60,3,2,1,R$ 300.000
8939,"Apartamento com  Quarto à Venda, 29m²",N/I,N/I,N/I,N/I,N/I,29,1,1,--,R$ 307.420
8940,"Apartamento com 3 Quartos à Venda, 273m²",Rua Dom Pedro I,858,Água Verde,Curitiba,PR,273,3,2,3,R$ 2.872.257
8941,"Apartamento com 3 Quartos à Venda, 85m²",Avenida Manoel Ribas,N/I,Mercês,Curitiba,PR,85,3,2,1,R$ 415.000
8942,"Apartamento com  Quarto à Venda, 25m²",Rua Treze de Maio,390,Centro,Curitiba,PR,25,1,1,--,R$ 261.700
8943,"Apartamento com 3 Quartos à Venda, 76m²",Rua Engenheiro Ostoja Roguski,N/I,Jardim Botânico,Curitiba,PR,76,3,1,1,R$ 575.000
8944,"Apartamento com 3 Quartos à Venda, 94m²",Rua São Mateus,511,Portão,Curitiba,PR,94,3,3,1,R$ 568.900
8945,"Apartamento com 4 Quartos à Venda, 127m²",Rua Lamenha Lins,531,Centro,Curitiba,PR,127,4,4,2,R$ 900.000
8946,"Apartamento com  Quarto à Venda, 37m²",Rua Rogério Pereira de Camargo,187,Campo Comprido,Curitiba,PR,37,1,1,--,R$ 267.900
8947,"Apartamento com 2 Quartos à Venda, 41m²",Rua Rio Jaguaribe,389,Bairro Alto,Curitiba,PR,41,2,1,1,R$ 149.990
8948,"Apartamento com 2 Quartos à Venda, 42m²",Rua Desembargador Cid Campelo,6532,Cidade Industrial,Curitiba,PR,42,2,1,1,R$ 215.000
8949,"Apartamento com 3 Quartos à Venda, 197m²",Rua Barão de Guaraúna,234,Alto da Glória,Curitiba,PR,197,3,3,2,"R$ 965.000
                        
Preço abaixo do mercado"
8950,"Apartamento com 3 Quartos à Venda, 60m²",Rua Jovino do Rosário,1526,Boa Vista,Curitiba,PR,60,3,2,1,R$ 450.000
8951,"Apartamento com 2 Quartos à Venda, 148m²",N/I,N/I,Seminário,Curitiba,PR,148,2,3,2,"R$ 830.000
                        
Preço abaixo do mercado"
8952,"Apartamento com 2 Quartos à Venda, 51m²",Rua Jovino do Rosário,N/I,Boa Vista,Curitiba,PR,51,2,1,1,R$ 413.128
8953,"Apartamento com 3 Quartos à Venda, 49m²",Rua Carlos Klemtz,1249,Fazendinha,Curitiba,PR,49,3,1,1,R$ 170.000
8954,"Apartamento com 2 Quartos à Venda, 54m²",Rua Irmãs Paulinas,5161,Novo Mundo,Curitiba,PR,54,2,2,1,R$ 427.900
